DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,Norm mean,Norm std,CV,CV of norm,Distance,Norm Distance,Airports,Day,Month,Year,IsHolidays
2012-09-14,PHX,Phoenix,0.3528406081525697,0.20173963223618063,ORD,Chicago,0.7473928633272919,0.6710189398000861,16.1153846154,12.3849163843,0.6547401611150414,0.6873528710978098,0.7685150978317246,0.15963178815083112,2679.014872379074,0.4543038538196032,2,14,9,2012,0
2011-11-20,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,EWR,Newark,0.6880043406485579,0.9384172867013378,14.333333333299999,9.80972829546,0.5674414729640831,0.5142359865757977,0.6843996485220567,0.09376402160300867,4912.5186714542615,0.8565589408228079,2,20,11,2011,0
2011-09-11,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,SEA,Seattle,1.0000000000000002,0.0012766862525279699,13.0769230769,8.43290259364,0.5058927575792616,0.42167895081524576,0.6448690218677262,0.06280901738766176,872.1623199440232,0.1288888574436527,2,11,9,2011,0
2012-12-28,LGA,New York,0.6919176200316315,0.9441805859593362,BOS,Boston,0.765205407339852,1.0,4.66666666667,5.60951572479,0.09389319336859114,0.23187691629440385,1.2020390838827126,0.49910874441082564,323.3318296838956,0.03004422744973377,1,28,12,2012,2
2012-05-22,JFK,New York,0.6855685441510919,0.9460042871958705,SFO,San Francisco,0.5460776929914688,0.0,15.84375,11.7036233017,0.6414333916527923,0.641552979269622,0.7386902281151874,0.136277011211153,5403.554833417769,0.944994785048431,2,22,5,2012,1
2012-09-15,ATL,Atlanta,0.3621887489465847,0.7387003640355518,EWR,Newark,0.6880043406485579,0.9384172867013378,11.4444444444,10.8477279932,0.42592129745170554,0.584015461941608,0.947859727564846,0.3000700821838056,1148.3068853131601,0.1786226238308058,2,15,9,2012,0
2012-12-14,BOS,Boston,0.765205407339852,1.0,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.6818181818,8.65962917735,0.4375497034828106,0.43692063354137045,0.7412912136264456,0.1383137489074484,1879.7523868796684,0.3103563034388581,2,14,12,2012,0
2012-04-16,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,9.95,9.01738087777,0.3527118220448767,0.46097047288225534,0.9062694349517588,0.267502228038377,2377.1599998508937,0.3999396489942337,2,16,4,2012,0
2012-08-08,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DEN,Denver,0.6496383639449108,0.34459434731456895,13.153846153800002,8.58227153004,0.5096610462751918,0.43172026974880084,0.6524533911749207,0.0687480627240259,1544.881662246641,0.2500459280869736,2,8,8,2012,0
2013-02-20,IAH,Houston,0.1935367281207072,0.5262526896201161,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,13.5454545455,10.935861812999999,0.5288450614647155,0.5899402533659397,0.807345502970445,0.1900384742189115,2567.4154543705886,0.43420474603250286,2,20,2,2013,0
2012-08-03,JFK,New York,0.6855685441510919,0.9460042871958705,MCO,Orlando,0.12172951756461914,0.799418501658604,16.064516129,11.0209965789,0.6522482282646513,0.5956634335487736,0.6860459717802933,0.09505319781172816,882.7930713454393,0.13080346078198446,2,3,8,2012,1
2012-08-17,DEN,Denver,0.6496383639449108,0.34459434731456895,ATL,Atlanta,0.3621887489465847,0.7387003640355518,11.043478260899999,6.858824845469999,0.40627886506827976,0.31586165656029963,0.6210746907298238,0.044176537130877325,2249.1880633960923,0.37689184291756184,2,17,8,2012,1
2011-12-19,ORD,Chicago,0.7473928633272919,0.6710189398000861,LGA,New York,0.6919176200316315,0.9441805859593362,12.304347826099999,10.8352739723,0.46804603197142197,0.5831782410382793,0.8806053051683245,0.24740557607846203,1560.8617188022472,0.25292394380503647,1,19,12,2011,2
2011-10-30,BOS,Boston,0.765205407339852,1.0,SFO,San Francisco,0.5460776929914688,0.0,13.36,9.26408837033,0.5197600599855754,0.4775553711602927,0.6934197881983534,0.10082736679468407,5708.968886670745,1.0000000000000002,2,30,10,2011,0
2012-04-25,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,SFO,San Francisco,0.5460776929914688,0.0,14.695652173900001,12.2304938673,0.5851906588570295,0.6769718254728553,0.832252541266715,0.20954227521338376,2821.5329251956728,0.47997142230952744,2,25,4,2012,0
2012-06-01,LGA,New York,0.6919176200316315,0.9441805859593362,ATL,Atlanta,0.3621887489465847,0.7387003640355518,10.7727272727,8.91724823123,0.39301538251710294,0.45423906095818223,0.8277614391880028,0.20602545558404306,1181.3369431650299,0.18457135281905562,1,1,6,2012,0
2011-12-26,ATL,Atlanta,0.3621887489465847,0.7387003640355518,EWR,Newark,0.6880043406485579,0.9384172867013378,9.166666666669999,6.96419413859,0.31433808214663905,0.32294510177669855,0.7597302696640875,0.152752706892186,1148.3068853131601,0.1786226238308058,2,26,12,2011,2
2012-03-03,EWR,Newark,0.6880043406485579,0.9384172867013378,ATL,Atlanta,0.3621887489465847,0.7387003640355518,6.833333333330001,6.534291828270001,0.20003332500213955,0.29404494146066606,0.9562378285277835,0.30663067007663425,1148.3068853131601,0.1786226238308058,2,3,3,2012,0
2013-02-07,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,BOS,Boston,0.765205407339852,1.0,11.5,9.72355999866,0.4286428392906488,0.5084433273322924,0.8455269564052175,0.21993698967520459,5258.1449040785465,0.9188063882336603,2,7,2,2013,0
2012-08-13,ORD,Chicago,0.7473928633272919,0.6710189398000861,SEA,Seattle,1.0000000000000002,0.0012766862525279699,16.59375,10.956981498,0.6781742064491336,0.5913600230849482,0.6603077362259887,0.07489851630247846,3825.7988929494127,0.6608401964752163,2,13,8,2012,0
2012-02-25,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,ORD,Chicago,0.7473928633272919,0.6710189398000861,10.6666666667,7.44535649471,0.3878197117407914,0.35529121598938385,0.6980021713768814,0.10441566535235769,3029.579253321205,0.5174406640701572,2,25,2,2012,0
2012-12-27,SFO,San Francisco,0.5460776929914688,0.0,ATL,Atlanta,0.3621887489465847,0.7387003640355518,9.72727272727,6.720131930269999,0.3418009134082539,0.30653803259327705,0.690854684420474,0.09881872678623238,4219.517597667142,0.7317491207790822,2,27,12,2012,2
2011-10-23,ATL,Atlanta,0.3621887489465847,0.7387003640355518,DEN,Denver,0.6496383639449108,0.34459434731456895,10.8095238095,7.704667725599999,0.3948179621753904,0.3727233999171474,0.712766617788354,0.1159771694211108,2249.1880633960923,0.37689184291756184,2,23,10,2011,0
2012-07-04,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,9.76470588235,8.591634097810001,0.3436346795656366,0.43234966787722995,0.8798661425470723,0.24682676455956643,2016.491722110575,0.33498312216772885,2,4,7,2012,1
2012-11-02,ATL,Atlanta,0.3621887489465847,0.7387003640355518,MCO,Orlando,0.12172951756461914,0.799418501658604,15.0357142857,10.809742323499998,0.6018495376155581,0.5814618772836778,0.7189377317298992,0.1208095455871736,353.95533631165074,0.03555953542816277,2,2,11,2012,0
2013-01-05,BOS,Boston,0.765205407339852,1.0,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,8.588235294119999,5.9272550933099994,0.2860020289049683,0.25323692871701164,0.6901598396317973,0.0982746189593926,477.88487627158105,0.05787930399067451,2,5,1,2013,2
2012-03-27,CLT,Charlotte,0.4350230308347669,0.8065405004832809,ATL,Atlanta,0.3621887489465847,0.7387003640355518,5.38461538462,4.40716200327,0.1290638878745533,0.15104875028003326,0.818472943463727,0.19875197047556226,388.234640924886,0.04173325434698252,2,27,3,2012,0
2011-09-28,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,12.0,8.92828570971,0.4531367158215431,0.454981054871449,0.7440238091425,0.14045354563918167,2016.491722110575,0.33498312216772885,2,28,9,2011,0
2011-12-23,IAH,Houston,0.1935367281207072,0.5262526896201161,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,16.1290322581,11.0445821876,0.6554087284655046,0.5972489748594817,0.6847640956296934,0.09404940695375996,2567.4154543705886,0.43420474603250286,2,23,12,2011,2
2012-03-05,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,ORD,Chicago,0.7473928633272919,0.6710189398000861,14.16,10.772959977000001,0.558950262435006,0.5789891859649023,0.760802258262712,0.15359214239821506,3390.7244973177953,0.5824830927442406,2,5,3,2012,0
2012-10-06,BOS,Boston,0.765205407339852,1.0,LGA,New York,0.6919176200316315,0.9441805859593362,3.0,2.16024689947,0.012246938265447121,0.0,0.7200822998233334,0.12170581547094805,323.3318296838956,0.03004422744973377,1,6,10,2012,0
2011-11-22,ATL,Atlanta,0.3621887489465847,0.7387003640355518,SFO,San Francisco,0.5460776929914688,0.0,9.04761904762,6.12761120239,0.30850620678202384,0.26670585766600574,0.6772622907904025,0.0881750148664916,4219.517597667142,0.7317491207790822,2,22,11,2011,0
2011-10-27,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,EWR,Newark,0.6880043406485579,0.9384172867013378,10.8095238095,7.801404025039999,0.3948179621753904,0.3792264925851415,0.7217157908643209,0.12298494323438214,4912.5186714542615,0.8565589408228079,2,27,10,2011,0
2012-05-20,CLT,Charlotte,0.4350230308347669,0.8065405004832809,ATL,Atlanta,0.3621887489465847,0.7387003640355518,11.619047619000002,9.24919558922,0.4344747146528148,0.4765542047294581,0.7960373253049836,0.18118344921859564,388.234640924886,0.04173325434698252,2,20,5,2012,0
2012-11-29,JFK,New York,0.6855685441510919,0.9460042871958705,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,11.782608695699999,8.062012616639999,0.4424872042887145,0.3967458915187486,0.6842298530699902,0.09363106092468632,4598.323701126353,0.799972278567049,2,29,11,2012,2
2011-10-13,MCO,Orlando,0.12172951756461914,0.799418501658604,EWR,Newark,0.6880043406485579,0.9384172867013378,15.066666666700002,9.56982806509,0.6033658252126606,0.49810870614228386,0.6351655795399664,0.05521060259940863,841.0684679543131,0.12328884004383246,2,13,10,2011,0
2012-02-01,ATL,Atlanta,0.3621887489465847,0.7387003640355518,MSP,Minneapolis,0.881461320896298,0.5675158208024074,9.2380952381,6.4722852371099995,0.31783720736540827,0.2898765516145151,0.700608195769278,0.10645634881425514,973.7448004122537,0.14718391005814518,2,1,2,2012,0
2011-09-05,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,BOS,Boston,0.765205407339852,1.0,11.8636363636,7.778452867010001,0.44645656767497227,0.37768360218752584,0.6556550309377186,0.07125515104367375,2887.7278382421723,0.49189315735099653,2,5,9,2011,1
2012-03-21,LGA,New York,0.6919176200316315,0.9441805859593362,DTW,Detroit,0.7581909654479757,0.7596208255651364,7.875,5.34009987422,0.25106223444166575,0.2137654498373904,0.678107920535873,0.08883719694026837,1054.935853740084,0.16180645703289903,1,21,3,2012,0
2012-10-11,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,ORD,Chicago,0.7473928633272919,0.6710189398000861,15.777777777799999,13.7877686412,0.6382015607227212,0.7816595406617394,0.8738726603565157,0.24213348539413326,3029.579253321205,0.5174406640701572,2,11,10,2012,0
2012-10-16,JFK,New York,0.6855685441510919,0.9460042871958705,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,20.8536585366,14.3571601921,0.8868575539058989,0.8199368578767963,0.6884720092113297,0.09695293999292365,4955.860857969598,0.8643648890440983,2,16,10,2012,0
2012-05-19,DEN,Denver,0.6496383639449108,0.34459434731456895,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,11.5714285714,10.2204277238,0.43214196450794834,0.5418452341555421,0.8832468403305759,0.2494740667400822,1544.881662246641,0.2500459280869736,2,19,5,2012,0
2012-07-07,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,ATL,Atlanta,0.3621887489465847,0.7387003640355518,9.055555555560002,6.197458893130001,0.30889499847316154,0.2714013650211259,0.6843819636581917,0.09375017322564105,1027.6848410103114,0.15689853679516363,2,7,7,2012,1
2012-05-23,PHX,Phoenix,0.3528406081525697,0.20173963223618063,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.31578947368,6.20082997652,0.32164327339232573,0.271627985925622,0.6656258166888883,0.07906291279905098,2679.014872379074,0.4543038538196032,2,23,5,2012,1
2012-05-09,MIA,Miami,0.0,0.8192441545511606,JFK,New York,0.6855685441510919,0.9460042871958705,12.56,10.685192246,0.4805698575361446,0.5730890048409945,0.8507318667197452,0.22401276672107795,807.8739736741641,0.11731049597734035,2,9,5,2012,0
2013-01-06,DEN,Denver,0.6496383639449108,0.34459434731456895,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.38888888889,7.14668898153,0.3252242494935943,0.3352133080440465,0.7611858086835785,0.15389248686273727,1864.999597204111,0.3076993190643796,2,6,1,2013,2
2012-02-05,MIA,Miami,0.0,0.8192441545511606,LGA,New York,0.6919176200316315,0.9441805859593362,12.703703703699999,9.04609909474,0.48760957908706454,0.4629010535153435,0.712083602210062,0.115442324621152,799.5642198340215,0.11581390539382498,1,5,2,2012,0
2012-05-29,SEA,Seattle,1.0000000000000002,0.0012766862525279699,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,14.7857142857,11.002885624400001,0.5896025993501111,0.5944459255801918,0.7441565156606225,0.14055746331455288,872.1623199440232,0.1288888574436527,2,29,5,2012,1
2012-02-29,ATL,Atlanta,0.3621887489465847,0.7387003640355518,MSP,Minneapolis,0.881461320896298,0.5675158208024074,11.619047619000002,8.61090117512,0.4344747146528148,0.43364489614121837,0.7411021503207421,0.13816570026971253,973.7448004122537,0.14718391005814518,2,29,2,2012,0
2012-02-14,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,IAH,Houston,0.1935367281207072,0.5262526896201161,13.481481481500001,10.7502070476,0.5257111648028776,0.5774596214765656,0.7974054678153881,0.1822547921433385,2567.4154543705886,0.43420474603250286,2,14,2,2012,0
2012-10-01,ATL,Atlanta,0.3621887489465847,0.7387003640355518,MCO,Orlando,0.12172951756461914,0.799418501658604,10.9545454545,9.14683017031,0.40192224670926474,0.4696726947996447,0.8349803475006431,0.21167832163147526,353.95533631165074,0.03555953542816277,2,1,10,2012,0
2013-01-04,JFK,New York,0.6855685441510919,0.9460042871958705,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,15.666666666700001,13.8773091824,0.6327584770497336,0.7876788988585774,0.8857856924917322,0.2514621500567966,4598.323701126353,0.799972278567049,2,4,1,2013,2
2012-09-17,BOS,Boston,0.765205407339852,1.0,LGA,New York,0.6919176200316315,0.9441805859593362,6.92857142857,7.436544748889999,0.2046988252938317,0.354698846837721,1.0733157369534172,0.3983101463604354,323.3318296838956,0.03004422744973377,1,17,9,2012,0
2011-09-24,DTW,Detroit,0.7581909654479757,0.7596208255651364,LGA,New York,0.6919176200316315,0.9441805859593362,10.5789473684,8.62371271858,0.38352254041691763,0.4345061514799352,0.8151768241460003,0.19617089863304593,1054.935853740084,0.16180645703289903,1,24,9,2011,0
2011-12-18,SEA,Seattle,1.0000000000000002,0.0012766862525279699,SFO,San Francisco,0.5460776929914688,0.0,10.5294117647,9.87495346229,0.38109590249509545,0.518620745002948,0.937844742229183,0.29222770933216946,584.4685506498537,0.07707507398574046,2,18,12,2011,2
2012-10-16,BOS,Boston,0.765205407339852,1.0,LGA,New York,0.6919176200316315,0.9441805859593362,8.14285714286,9.02012402147,0.2641839540119276,0.46115488057394904,1.1077345289520675,0.42526225771252424,323.3318296838956,0.03004422744973377,1,16,10,2012,0
2012-04-23,JFK,New York,0.6855685441510919,0.9460042871958705,MIA,Miami,0.0,0.8192441545511606,13.08,9.03659227807,0.5060434891282746,0.4622619582621599,0.6908709692714067,0.09883147886410037,807.8739736741641,0.11731049597734035,2,23,4,2012,0
2012-08-03,DEN,Denver,0.6496383639449108,0.34459434731456895,SEA,Seattle,1.0000000000000002,0.0012766862525279699,11.916666666700001,7.74549892668,0.44905440306802696,0.3754682752732017,0.6499719379013986,0.06680492640054325,1986.4462899651512,0.3295719256760503,2,3,8,2012,1
2011-12-07,DTW,Detroit,0.7581909654479757,0.7596208255651364,ORD,Chicago,0.7473928633272919,0.6710189398000861,8.647058823530001,6.214309861830001,0.2888836614379283,0.2725341705102333,0.7186616847013797,0.12059338314163048,506.26018847884245,0.06298971109425822,2,7,12,2011,0
2012-11-30,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,SEA,Seattle,1.0000000000000002,0.0012766862525279699,10.25,7.2320558335100005,0.3674081479634133,0.3409520902014642,0.7055664227814634,0.11033895708669528,872.1623199440232,0.1288888574436527,2,30,11,2012,2
2011-10-20,SEA,Seattle,1.0000000000000002,0.0012766862525279699,SFO,San Francisco,0.5460776929914688,0.0,13.333333333299999,9.60826938526,0.5184537199022947,0.5006929218792171,0.7206202038963017,0.12212702869865089,584.4685506498537,0.07707507398574046,2,20,10,2011,0
2012-06-14,DEN,Denver,0.6496383639449108,0.34459434731456895,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,12.3636363636,9.49960126755,0.47095044420586657,0.4933877133523711,0.7683501025246864,0.15950258629249625,1544.881662246641,0.2500459280869736,2,14,6,2012,0
2012-01-06,DEN,Denver,0.6496383639449108,0.34459434731456895,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.315789473699999,10.0722535908,0.41961877951688226,0.5318842358180323,0.8901061312787582,0.25484532943399185,1864.999597204111,0.3076993190643796,2,6,1,2012,2
2012-03-17,DTW,Detroit,0.7581909654479757,0.7596208255651364,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.8,12.297196942100001,0.4433391652091854,0.6814559361859552,1.0421353340762711,0.37389390042185655,506.26018847884245,0.06298971109425822,2,17,3,2012,0
2012-01-28,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,13.56,11.0267855697,0.5295576105979329,0.5960525981523866,0.8131847765265486,0.19461099817924066,2377.1599998508937,0.3999396489942337,2,28,1,2012,0
2011-12-30,ORD,Chicago,0.7473928633272919,0.6710189398000861,SFO,San Francisco,0.5460776929914688,0.0,14.037037037000001,9.66150761241,0.5529265831678163,0.5042718589136125,0.6882868219940852,0.09680792657989179,3833.4597352605124,0.6622199177864786,2,30,12,2011,2
2011-10-05,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,11.0,7.96703735466,0.4041489627597546,0.3903611845018544,0.7242761231509092,0.12498984686055181,2016.491722110575,0.33498312216772885,2,5,10,2011,0
2013-02-08,BOS,Boston,0.765205407339852,1.0,ORD,Chicago,0.7473928633272919,0.6710189398000861,8.647058823530001,5.988960432230001,0.2888836614379283,0.25738506689709195,0.6926008663122658,0.1001860986797729,1879.7523868796684,0.3103563034388581,2,8,2,2013,0
2012-09-24,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,ATL,Atlanta,0.3621887489465847,0.7387003640355518,16.8965517241,12.837848138499998,0.6930077825360283,0.717801184573628,0.759791012280277,0.15280027223833237,3779.583120066245,0.6525167139945791,2,24,9,2012,0
2012-12-20,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,ORD,Chicago,0.7473928633272919,0.6710189398000861,14.4137931034,10.373445637,0.5713830163131501,0.5521318553635394,0.7196888121387741,0.12139768949458218,3390.7244973177953,0.5824830927442406,2,20,12,2012,2
2012-03-03,SFO,San Francisco,0.5460776929914688,0.0,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,7.3571428571399995,5.79929893452,0.22569357660595674,0.24463508263783582,0.7882542241098208,0.17508878412736206,2821.5329251956728,0.47997142230952744,2,3,3,2012,0
2012-09-07,JFK,New York,0.6855685441510919,0.9460042871958705,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,18.1315789474,11.900876762200001,0.753508991175635,0.6548133328301761,0.6563618533567669,0.07180863811971894,4598.323701126353,0.799972278567049,2,7,9,2012,1
2012-09-21,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,JFK,New York,0.6855685441510919,0.9460042871958705,18.5833333333,12.1617080567,0.7756394234766841,0.6723477029545823,0.6544416891509497,0.07030502696766261,4598.323701126353,0.799972278567049,2,21,9,2012,0
2011-11-20,SFO,San Francisco,0.5460776929914688,0.0,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,14.7586206897,11.0280654061,0.5882753449597071,0.5961386350874075,0.7472287307848798,0.1429632038800498,487.13881467586566,0.059545942659244996,2,20,11,2011,0
2012-05-01,ATL,Atlanta,0.3621887489465847,0.7387003640355518,CLT,Charlotte,0.4350230308347669,0.8065405004832809,8.875,10.588515791499999,0.3000499875034542,0.5665899352459604,1.1930722018591549,0.49208710336109174,388.234640924886,0.04173325434698252,2,1,5,2012,0
2012-11-06,DEN,Denver,0.6496383639449108,0.34459434731456895,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,8.6875,7.226974931919999,0.29086478380436886,0.34061052685794146,0.8318820065519423,0.20925212287762607,860.1757255797753,0.12673006614862148,2,6,11,2012,0
2012-11-28,SFO,San Francisco,0.5460776929914688,0.0,ATL,Atlanta,0.3621887489465847,0.7387003640355518,12.1818181818,12.207087572899999,0.4620435800137049,0.6753983385565817,1.0020743530007492,0.3425235948381007,4219.517597667142,0.7317491207790822,2,28,11,2012,2
2012-01-25,ORD,Chicago,0.7473928633272919,0.6710189398000861,MSP,Minneapolis,0.881461320896298,0.5675158208024074,11.947368421099998,10.4853002088,0.4505584130311377,0.5596512730998501,0.8776242465480624,0.24507121687481648,591.2192684676628,0.07829088144676259,2,25,1,2012,0
2012-08-27,SFO,San Francisco,0.5460776929914688,0.0,JFK,New York,0.6855685441510919,0.9460042871958705,18.5,12.8457585807,0.7715571107231678,0.7183329636365984,0.6943653286864865,0.10156778535803956,5403.554833417769,0.944994785048431,2,27,8,2012,0
2012-09-30,ATL,Atlanta,0.3621887489465847,0.7387003640355518,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,8.47368421053,6.2571596418499995,0.28039042870910114,0.2754147447299041,0.738422566429182,0.13606741502409958,1027.6848410103114,0.15689853679516363,2,30,9,2012,0
2012-02-24,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,ATL,Atlanta,0.3621887489465847,0.7387003640355518,9.619047619049999,6.65940080245,0.3364992085316872,0.30245538570341746,0.6923139448089872,0.09996142082629167,1027.6848410103114,0.15689853679516363,2,24,2,2012,0
2012-10-30,DEN,Denver,0.6496383639449108,0.34459434731456895,PHX,Phoenix,0.3528406081525697,0.20173963223618063,7.266666666669999,4.891197146280001,0.22126135132924102,0.18358798744107632,0.6731005247171226,0.08491608635346348,845.501645814704,0.12408725746612233,2,30,10,2012,0
2013-01-15,ORD,Chicago,0.7473928633272919,0.6710189398000861,LGA,New York,0.6919176200316315,0.9441805859593362,9.71428571429,7.7983514741399995,0.3411647088233794,0.37902128501061794,0.8027714752787635,0.1864567185408339,1560.8617188022472,0.25292394380503647,1,15,1,2013,0
2012-12-09,LGA,New York,0.6919176200316315,0.9441805859593362,ATL,Atlanta,0.3621887489465847,0.7387003640355518,14.8148148148,12.3414156931,0.5910281688836292,0.6844285394081233,0.8330455592850831,0.21016325894622678,1181.3369431650299,0.18457135281905562,1,9,12,2012,0
2011-09-19,IAH,Houston,0.1935367281207072,0.5262526896201161,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.176470588239999,6.82124708281,0.3148183542355474,0.31333549343178935,0.7433410282545548,0.13991888461674662,823.5052672605634,0.12012569932025531,2,19,9,2011,0
2011-11-09,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,EWR,Newark,0.6880043406485579,0.9384172867013378,13.12,9.00148135957,0.508002999250746,0.4599016286032246,0.6860885182599086,0.0950865144213372,4912.5186714542615,0.8565589408228079,2,9,11,2011,0
2011-12-02,DEN,Denver,0.6496383639449108,0.34459434731456895,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,7.42857142857,5.61199656936,0.2291927018247259,0.23204369094080854,0.7554610766447606,0.1494096562225119,860.1757255797753,0.12673006614862148,2,2,12,2011,2
2011-10-30,ATL,Atlanta,0.3621887489465847,0.7387003640355518,EWR,Newark,0.6880043406485579,0.9384172867013378,11.695652173900001,9.69739788251,0.4382273996716642,0.5066845804430772,0.8291455438586569,0.20710929789924926,1148.3068853131601,0.1786226238308058,2,30,10,2011,0
2011-11-21,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,14.5333333333,10.3515227377,0.5772390235764409,0.5506580896052427,0.7122607388342024,0.11558103390585184,377.6032638053681,0.03981853831652568,2,21,11,2011,0
2012-04-27,JFK,New York,0.6855685441510919,0.9460042871958705,SFO,San Francisco,0.5460776929914688,0.0,15.833333333299999,10.926346940799998,0.6409231025567657,0.5893006165801734,0.6900850699467159,0.09821606952284778,5403.554833417769,0.944994785048431,2,27,4,2012,0
2012-09-08,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,DEN,Denver,0.6496383639449108,0.34459434731456895,10.7368421053,8.40530325491,0.39125744879793084,0.419823586713295,0.7828468717781473,0.17085448205862708,860.1757255797753,0.12673006614862148,2,8,9,2012,0
2012-01-28,ATL,Atlanta,0.3621887489465847,0.7387003640355518,ORD,Chicago,0.7473928633272919,0.6710189398000861,13.0,11.4155941358,0.5021244688833315,0.6221902336635164,0.8781226258307692,0.24546147966857212,390.6479276846078,0.042167888429941125,2,28,1,2012,0
2012-07-24,BOS,Boston,0.765205407339852,1.0,EWR,Newark,0.6880043406485579,0.9384172867013378,14.827586206900001,9.98237362811,0.5916538106860794,0.5258420600292896,0.6732298493374945,0.08501735578700342,356.2123684197035,0.035966027974703205,2,24,7,2012,0
2012-04-25,SFO,San Francisco,0.5460776929914688,0.0,ORD,Chicago,0.7473928633272919,0.6710189398000861,12.64,9.84411837935,0.4844888777810877,0.5165478581657945,0.7788068338093355,0.16769087442224195,3833.4597352605124,0.6622199177864786,2,25,4,2012,0
2011-10-11,DTW,Detroit,0.7581909654479757,0.7596208255651364,LGA,New York,0.6919176200316315,0.9441805859593362,8.72222222222,6.81525585861,0.29256574745223873,0.3129327336984433,0.7813669137261864,0.16969558042679667,1054.935853740084,0.16180645703289903,1,11,10,2011,0
2013-03-03,LGA,New York,0.6919176200316315,0.9441805859593362,ORD,Chicago,0.7473928633272919,0.6710189398000861,8.5,6.62659525744,0.28167958010528354,0.3002500346567154,0.7795994420517647,0.16831153727436565,1560.8617188022472,0.25292394380503647,1,3,3,2013,0
2012-02-07,BOS,Boston,0.765205407339852,1.0,SFO,San Francisco,0.5460776929914688,0.0,9.47368421053,6.47532428234,0.32937818177088957,0.29008085127107963,0.683506452024512,0.09306459172580483,5708.968886670745,1.0000000000000002,2,7,2,2012,0
2012-03-14,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.0,7.635443667530001,0.4041489627597546,0.3680698162356357,0.6941312425027273,0.10138448093262831,3029.579253321205,0.5174406640701572,2,14,3,2012,0
2012-05-12,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DEN,Denver,0.6496383639449108,0.34459434731456895,10.6086956522,7.66775497803,0.384979841997724,0.37024194239326436,0.7227801823535095,0.1238184297187408,1544.881662246641,0.2500459280869736,2,12,5,2012,0
2012-06-24,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,ORD,Chicago,0.7473928633272919,0.6710189398000861,12.88,8.60387509595,0.49624593851591686,0.4331725683366644,0.6680027248408384,0.08092418361842091,1013.6221962809236,0.1543658478507986,2,24,6,2012,0
